name,city,country
Kotwa Airport,,ZW
Plumtree Airport,Plumtree,ZW
Ratelshoek Airport,Ratelshoek,ZW
Renroc Airport,Renroc,ZW
Rutenga Airport,Rutenga,ZW
Rusape Airport,Rusape,ZW
Zisco Airport,,ZW
Sanyati Estate Airport,Sanyati Estate,ZW
Zvishavane Airport,,ZW
Sun Yet Sen Airport,Sun Yet Sen,ZW
Spray View Airport,Spray View,ZW
Sengwa Gorge Airport,Sengwa Gorge,ZW
Siyalima Airport,Siyalima,ZW
Tashinga Airport,Tashinga,ZW
Tinfields Airport,Tinfields,ZW
Tengwe Airport,Tengwe,ZW
Tonje Airport,Tonje,ZW
Thornhill Air Base,Gweru,ZW
Tsholothso Airport,Tsholothso,ZW
Tuli Airport,Tuli,ZW
Wedza Airport,Wedza,ZW
Hwange National Park Airport,Hwange,ZW
Hwange Airport,Hwange,ZW
Inyati Airport,Inyati,ZW
Zisco Airport,Zisco,ZW
Zaka Airport,Zaka,ZW
Bangula Airport,Bangula,MW
Chilumba Prv Airport,Chilumba,MW
Chelinda Malawi Airport,,MW
Chileka International Airport,Blantyre,MW
Club Makokola Airport,Club Makokola,MW
Ntchisi Airport,Ntchisi,MW
Chitipa Airport,Chitipa,MW
Dwangwa Airport,Dwangwa,MW
Dedza Airport,Dedza,MW
Karonga Airport,Karonga,MW
Katumbi Airport,Katumbi,MW
Kasungu Airport,Kasungu,MW
Lilongwe International Airport,Lilongwe,MW
Nkhota Kota Airport,Nkhota Kota,MW
Lilongwe Airport,Lilongwe,MW
Likoma Island Airport,Likoma Island,MW
Lifupa Airport,Lifupa,MW
Mchinji Airport,Mchinji,MW
Mangochi Airport,Mangochi,MW
Monkey Bay Airport,Monkey Bay,MW
Mzimba Airport,Mzimba,MW
Ngabu Airport,Ngabu,MW
Nsanje Airport,Nsanje,MW
Salima Airport,Salima,MW
Nchalo Sucoma Airport,,MW
Mtakatata Airport,Mtakatata,MW
Zomba Airport,Zomba,MW
Bobete Airport,Bobete,LS
Katse Airport,Katse,LS
Kolberg Airport,Kolberg,LS
Lebakeng Airport,Lebakeng,LS
Leribe Airport,Leribe,LS
Lesobeng Airport,Lesobeng,LS
Letseng Airport,Letseng,LS
Matsaile Airport,Matsaile,LS
Mafeteng Airport,Mafeteng,LS
Mohale's Hoek Airport,Mohale's Hoek,LS
Mokhotlong Airport,Mokhotlong,LS
Malefiloane Airstrip,Malefiloane,LS
Moshoeshoe I International Airport,Maseru,LS
Mantsonyane Airport,Mantsonyane,LS
Mohlanapeng Airport,Mohlanapeng,LS
Mashai Store Airport,Mashai Store,LS
Matabeng Store Airport,Matabeng Store,LS
Mejametalana Airbase,Maseru,LS
Matabeng Village Airport,Matabeng Village,LS
Nohanas Airport,Nohanas,LS
Nkaus Airport,Nkaus,LS
Pelaneng Airport,Pelaneng,LS
Quthing Airport,Quthing,LS
Qacha's Nek Airport,Qacha's Nek,LS
Sehlabathebe Airport,Sehlabathebe,LS
Sehonghong Airport,Sehonghong,LS
Sekakes Airport,Sekakes,LS
Semonkong Airport,Semonkong,LS
Seshutes Airport,Seshutes,LS
St. Theresa Airport,St. Theresa,LS
Thaba-Tseka Airport,Thaba-Tseka,LS
Tebellong Airport,Tebellong,LS
Tlokoeng Airport,Tlokoeng,LS
Aroab B Airport,Aroab,
Aminuis Airstrip,Aminuis,
Arandis Airport,Arandis,
Aus Airport,Aus,
Ariamsvley Airport,Ariamsvley,
Bethanien Airport,Bethanien,
Bitterwasser Lodge & Flying Club Airfield,Bitterwasser,
Epukiro Airport,Epukiro,
Eenhana Airport,Eenhana,
Gobabis Airport,Gobabis,
Gochas Airstrip,Gochas,
Grootfontein Airport,Grootfontein,
Geluk Kuala Lodge Airport,,
Omaruru Game Lodge Airport,Omaruru,
Gravenstein Prv Airport,,
Helmeringhausen Airport,Helmeringhausen,
Hobas Airport,Hobas,
Intu Africa Pan Airport,,
Karibib Airport,Karibib,
Kalkfeld Airport,Kalkfeld,
Kalahari Game Lodge Airport,,
Kamanjab Airport,Kamanjab,
Katima Mulilo Airport,Mpacha,
Keetmanshoop Airport,Keetmanshoop,
Lianshulu Airport,Muneambuanas,
Luderitz Airport,Luderitz,
Meob Bay Landing Site,Meob Bay,
Mount Etjo Airport,,
Maltahoehe Airstrip,Maltahoehe,
Mariental Airport,Mariental,
Mokuti Lodge Airport,Mokuti Lodge,
Namutoni Airport,Namutoni,
Ondangwa Airport,Ondangwa,
Omega Airport,Omega,
Oranjemund Airport,Oranjemund,
Outjo Airport,Outjo,
Omaruru Airport,Omaruru,
Okahandja Airstrip,Okahandja,
Okaukuejo Airport,Okaukuejo,
Operet Airport,Operet,
Otjiwarongo Airport,Otjiwarongo,
Pokweni Glider Airport,,
Ruacana Airport,Ruacana,
Rosh Pinah Airport,Rosh Pinah,
Rag Rock Airport,,
Rundu Airport,Rundu,
Skorpion Mine Airport,Rosh Pinah,
Sossusvlei Moun Airport,,
Swakopmund Airport,Swakopmund,
Osona Airstrip,Osona,
Solitaire Airport,Solitaire,
Stampriet Pan Airport,Stampriet,
Sesriem Airstrip,,
Strate Airport,,
Tsumkwe Airport,Tsumkwe,
Tsumeb Airport,Tsumeb,
Uis Mine Airport,Uis Mine,
Walvis Bay Airport,Walvis Bay,
Wolwedans Airport,,
Eros Airport,Windhoek,
Hosea Kutako International Airport,Windhoek,
Witvlei Airport,Witvlei,
Canon Lodge Airport,,
Ndjili International Airport,Kinshasa,CD
Ndolo Airport,,CD
Celo Zongo Airport,Celo Zongo,CD
Kimpoko Airport,Kimpoko,CD
Nsangi Airport,Nsangi,CD
Muanda Airport,,CD
Tshela Airport,Tshela,CD
Kitona Base Airport,,CD
Boma Airport,Boma,CD
Luozi Airport,Luozi,CD
Tshimpi Airport,Matadi,CD
Inga Airport,Inga,CD
Lukala Airport,Lukala,CD
Nkolo Fuma Airport,Nkolo Fuma,CD
Inkisi Airport,Inkisi,CD
Konde Airport,Konde,CD
Kwilu-Ngongo Airport,Kwilu-Ngongo,CD
Luheki Airport,Luheki,CD
Mvula Sanda Airport,Mvula Sanda,CD
Inongo Airport,Inongo,CD
Bongimba Airport,Bongimba,CD
Bikoro Airport,Bikoro,CD
Oshwe Airport,Oshwe,CD
Beno Airport,Beno,CD
Bonkita Airport,Bonkita,CD
Kempa Airport,Kempa,CD
Isongo Airport,Isongo,CD
Nioki Airport,Nioki,CD
Mushie Airport,Mushie,CD
Boshwe Airport,Boshwe,CD
Djokele Airport,Djokele,CD
Malebo Airport,Malebo,CD
Bandundu Airport,,CD
Bolongonkele Airport,Bolongonkele,CD
Bindja Airport,Bindja,CD
Semendua Airport,Semendua,CD
Basango Mboliasa Airport,Kiri,CD
Ipeke Airport,Ipeke,CD
Kempile Airport,Kempile,CD
Basengele Airport,Basengele,CD
Kikwit Airport,,CD
Idiofa Airport,Idiofa,CD
Vanga Airport,Vanga,CD
Lusanga Airport,Lusanga,CD
Kahemba Airport,Kahemba,CD
Banga Airport,Banga,CD
Kajiji Airport,Kajiji,CD
Banza Lute Airport,Banza Lute,CD
Mangai Ii Airport,Mangai Ii,CD
Boko Airport,Boko,CD
Popokabaka Airport,Popokabaka,CD
Busala Airport,Busala,CD
Kenge Airport,Kenge,CD
Fatundu Airport,Fatundu,CD
Ito Airport,Ito,CD
Masi Manimba Airport,Masi Manimba,CD
Kikongo Sur Wamba Airport,Kikongo Sur Wamba,CD
Kimafu Airport,Kimafu,CD
Yuki Airport,Yuki,CD
Malanga Airport,Malanga,CD
Kimbau Airport,Kimbau,CD
Wamba Luadi Airport,Wamba Luadi,CD
Tono Airport,Tono,CD
Nzamba Airport,Nzamba,CD
Nyanga Airport,Nyanga,CD
Ngi Airport,Ngi,CD
Mutena Airport,Mutena,CD
Kipata Katika Airport,Kipata Katika,CD
Kolokoso Airport,Kolokoso,CD
Masamuna Airport,Masamuna,CD
Mongo Wa Kenda Airport,Mongo Wa Kenda,CD
Moanza Airport,Moanza,CD
Mukedi Airport,Mukedi,CD
Mazelele Airport,Mazelele,CD
Bokela Airport,Bokela,CD
Yasa Bongo Airport,Yasa Bongo,CD
Matari Airport,Matari,CD
Kimpangu Airport,Kimpangu,CD
Missayi Airport,Missayi,CD
Mbandaka Airport,Mbandaka,CD
Monieka Airport,Monieka,CD
Ingende Airport,Ingende,CD
Yembe Moke Airport,Yembe Moke,CD
Basankusu Airport,Basankusu,CD
Beongo Airport,Beongo,CD
Mentole Airport,Mentole,CD
Kodoro Airport,Kodoro,CD
Ngumu Airport,Ngumu,CD
Libenge Airport,Libenge,CD
Imesse Airport,Imesse,CD
Engengele Airport,Engengele,CD
Gbadolite Airport,,CD
Abumumbazi Airport,Abumumbazi,CD
Bau Airport,Bau,CD
Bokada Airport,Bokada,CD
Mokaria-Yamoleka Airport,Mokaria-Yamoleka,CD
Goyongo Airport,Goyongo,CD
Gemena Airport,Gemena,CD
Kala Airport,Kala,CD
Lombo Airport,Lombo,CD
Kotakoli Airport,,CD
Mpaka Airport,Mpaka,CD
Mombongo Airport,Mombongo,CD
Karawa Airport,Karawa,CD
Tandala Airport,Tandala,CD
Bumbar Airport,Bumbar,CD
Gbado Airport,Gbado,CD
Gwaka Airport,Gwaka,CD
Lisala Airport,Lisala,CD
Bosondjo Airport,Bosondjo,CD
Bolila Airport,Bolila,CD
Binga Airport,Binga,CD
Bokungu Airport,Bokungu,CD
Mondombe Airport,Mondombe,CD
Wema Airport,Wema,CD
Yalingimba Airport,Yalingimba,CD
Boende Airport,Boende,CD
Boteka Airport,Boteka,CD
Ikela Airport,Ikela,CD
Monkoto Airport,Monkoto,CD
Yemo Airport,Yemo,CD
Kisangani Simisini Airport,,CD
Bangoka International Airport,Kisangani,CD
KM 95 CFL Airport,KM 95 CFL,CD
Katende Airport,Katende,CD
Yangambi Airport,Yangambi,CD
Lokutu Airport,Lokutu,CD
Doko Airport,Doko,CD
Dungu-Uye Airport,Dungu-Uye,CD
Doruma Airport,Doruma,CD
Aba Airport,Aba,CD
Matari Airport,,CD
Watsa Airport,Watsa,CD
Faradje Airport,Faradje,CD
Luniemu Airport,Luniemu,CD
Kere Kere Airport,Kere Kere,CD
Bunia Airport,,CD
Bambili-Dingila Airport,Bambili-Dingila,CD
Mahagi Airport,Mahagi,CD
Kilomines Airport,Kilomines,CD
Yedi Airport,Yedi,CD
Buta Zega Airport,,CD
Aketi Airport,Aketi,CD
Ango Airport,Ango,CD
Bukavu Kavumu Airport,,CD
Rughenda Airfield,Butembo,CD
Mulungu Airport,Mulungu,CD
Nzovu Airport,Nzovu,CD
Bulongo Kigogo Airport,Bulongo Kigogo,CD
Kimano Ii Airport,Kimano Ii,CD
Shabunda Airport,Shabunda,CD
Goma International Airport,Goma,CD
Katale Airport,Katale,CD
Rutshuru Airport,Rutshuru,CD
Lubero Airport,Lubero,CD
Ishasha Airport,Ishasha,CD
Katanda Rusthuru Airport,Katanda Rusthuru,CD
Beni Airport,Beni,CD
Obaye Airport,Obaye,CD
Rwindi Airport,Rwindi,CD
Kindu Airport,Kindu,CD
Tingi-Tingi Airport,Tingi-Tingi,CD
Kamisuku Airport,Kalima,CD
Kinkungwa Airport,Kalima,CD
Kampene Airport,Kampene,CD
Kiapupe Airport,Kiapupe,CD
Lulingu Tshionka Airport,Lulingu Tshionka,CD
Moga Airport,Moga,CD
Obokote Airport,Obokote,CD
Kasongo Airport,Kasongo,CD
Kailo Airport,Kailo,CD
Punia Airport,Punia,CD
Punia-Basenge Airport,Punia-Basenge,CD
Saulia Airport,Saulia,CD
Kasese Airport,Kasese,CD
Phibraki Airport,Phibraki,CD
Kamituga Airport,Kamituga,CD
Lugushwa Airport,Lugushwa,CD
Lubumbashi International Airport,Lubumbashi,CD
Pweto Airport,Pweto,CD
Mulungwishi Airport,Mulungwishi,CD
Fungurume Airport,Fungurume,CD
Kasenga Airport,Kasenga,CD
Katwe Airport,Katwe,CD
Kamatanda Airport,Kamatanda,CD
Mwadingusha Airport,Mwadingusha,CD
Kolwezi Airport,,CD
Mutshatsha Airport,Mutshatsha,CD
Kisenge Airport,Kisenge,CD
Lubudi Airport,Lubudi,CD
Mitwaba Airport,Mitwaba,CD
Manono Airport,Manono,CD
Moba Airport,Moba,CD
Mukoy Airport,Mukoy,CD
Kabombo Airport,Kabombo,CD
Bukena Airport,Bukena,CD
Kalemie Airport,,CD
Sominka Airport,Sominka,CD
Pepa Airport,Pepa,CD
Kansimba Airport,Kansimba,CD
Lusinga Airport,Lusinga,CD
Kabalo Airport,Kabalo,CD
Nyunzu Airport,Nyunzu,CD
Luvua Airport,Luvua,CD
Kongolo Airport,Kongolo,CD
Kamina Base Airport,,CD
Kamina / Ville Airport,Kamina,CD
Songa Airport,Songa,CD
Sandoa Airport,Sandoa,CD
Kanene Airport,Kanene,CD
Dilolo Airport,Dilolo,CD
Kasaji Airport,Kasaji,CD
Kapanga Airport,Kapanga,CD
Kaniama Airport,Kaniama,CD
Luena Airport,Luena,CD
Kaniama Airport,Kaniama,CD
Kananga Airport,Kananga,CD
Lubondaie Airport,Lubondaie,CD
Kasonga Airport,Kasonga,CD
Luiza Airport,Luiza,CD
Moma Airport,Moma,CD
Mboi Airport,Mboi,CD
Muambi Airport,Muambi,CD
Tshikapa Airport,Tshikapa,CD
Bulape Airport,Bulape,CD
Mutoto Airport,Mutoto,CD
Luebo Airport,Luebo,CD
Musese Airport,Musese,CD
Diboko Airport,Diboko,CD
Tshibala Airport,Tshibala,CD
Tshikaji Airport,Tshikaji,CD
Katubwe Airport,Katubwe,CD
Lutshatsha Airport,Lutshatsha,CD
Kalonda Airport,Kalonda,CD
Lodja Airport,Lodja,CD
Kole Sur Lukenie Airport,Kole Sur Lukenie,CD
Dingele Airport,Dingele,CD
Lomela Airport,Lomela,CD
Kutusongo Airport,Kutusongo,CD
Katako'kombe Airport,Katako'kombe,CD
Shongamba Airport,Shongamba,CD
Lusambo Airport,Lusambo,CD
Tshumbe Airport,Tshumbe,CD
Lukombe-Batwa Airport,Lukombe-Batwa,CD
Wasolo Airport,Wasolo,CD
Mweka Airport,Mweka,CD
Wembo-Nyama Airport,Wembo-Nyama,CD
Beni-Dibele Airport,Beni-Dibele,CD
Dikungu Airport,Dikungu,CD
Basongo Airport,Basongo,CD
Ilebo Airport,Ilebo,CD
Dekese Airport,Dekese,CD
Idumbe Airport,Idumbe,CD
Mbuji Mayi Airport,Mbuji Mayi,CD
Bibanga Airport,Bibanga,CD
Gandajika Airport,Gandajika,CD
Mwene-Ditu Airport,Mwene-Ditu,CD
Kipushi Airport,Kipushi,CD
Kashia Airport,Kashia,CD
Munkamba Airport,Munkamba,CD
Kisengwa Airport,Kisengwa,CD
Lubao Airport,Lubao,CD
Tunta Airport,Kabinda,CD
Kintail Farm Airport,Monroe,US
The Flying W Ranch Airport,Flowery Branch,US
Wilson Airport,Ringgold,US
Mallards Landing Airport,Locust Grove,US
Monticello Sky Ranch Airport,Monticello,US
Ridgeview Farm Airport,Zebulon,US
Pinebloom Plantation Airport,Albany,US
Taylor Field,Bostwick,US
Big Creek Flying Ranch Airport,Clayton,US
Heath Green Skyranch Airport,Hinesville,US
Kayes Airport,,ML
Stafford Airport,Cumberland Island,US
Patterson Island Airport,Darien,US
Jordans Airport,Arlington,US
Wyatt Airport,Summerville,US
Wellers Landing Airport,Hollonville,US
Rockin R Airport,Clarkesville,US
Two Rocks Airport,Palmetto,US
Cypress Lakes Airport,Savannah,US
Readdick Field,Kingsland,US
Hodges Airpark,Savannah,US
Vada Airport,Bainbridge,US
Briggs Field,Guyton,US
Richards Airport,Lagrange,US
Arrendale Forest Airport,Clarkesville,US
High Point Airport,High Point/Cumberland Island,US
Bivins Airport,Waycross,US
Hamilton Strip,Norman Park,US
Dream Team Airport,Madison,US
Rollins Airport,Atlanta,US
Kenley Field,Brooks,US
Cedar Ridge Airport,Griffin,US
Home Field,Madison,US
King Sky Ranch Airport,Clarkesville,US
Flying 'H' Ranch Airport,Concord,US
Pratermill Flight Park Airport,Dalton,US
Shade Tree Airport,Concord,US
Takle Field,Concord,US
Meadowlark Airport,Concord,US
Broken Ranch Airport,Forsyth,US
Twin Forks Airport,Chickamauga,US
Whispering Pines Airport,Conyers,US
Big Dog - Cameron Field,Ft Valley,US
Windy Hill Airport,Covington,US
Little Tobesofkee Creek Ranch Airport,Barnesville,US
High Valley Airpark,Suches,US
Diamond S Airport,Lovejoy,US
Walker Field,Fayetteville,US
Beck Field,Fayetteville,US
Mc Lendon Airport,Fayetteville,US
Coleman Field,Fayetteville,US
Grayhill Airport,Lagrange,US
Miami Valley Farm Airport,Fort Valley,US
Ansongo Airport,Ansongo,ML
Bandiagara Airport,Bandiagara,ML
Bafoulabe Airport,Bafoulabe,ML
Bougouni Airport,Bougouni,ML
Bourem Airport,Bourem,ML
Senou Airport,Senou,ML
Dioila Airport,Dioila,ML
Douentza Airport,Douentza,ML
Faladie Airport,Faladie,ML
Goundam Airport,Goundam,ML
Gao Airport,,ML
Kenieba Airport,Kenieba,ML
Kidal Airport,Kidal,ML
Ke-Macina Airport,Ke-Macina,ML
Kolokani Airport,Kolokani,ML
Koutiala Airport,Koutiala,ML
Kita Airport,Kita,ML
Kayes Dag Dag Airport,,ML
Markala Airport,Markala,ML
Ambodedjo Airport,,ML
Menaka Airport,Menaka,ML
Niafunke Airport,Niafunke,ML
Nara Airport,Nara,ML
Nioro du Sahel Airport,Nioro du Sahel,ML
Sikasso Airport,Sikasso,ML
Dignangan Airport,,ML
Timbuktu Airport,Timbuktu,ML
Tessalit Airport,,ML
Yelimane Airport,Yelimane,ML
Banjul International Airport,Banjul,GM
Fuerteventura Airport,Fuerteventura Island,ES
La Gomera Airport,Alajero,ES
Hierro Airport,El Hierro Island,ES
La Palma Airport,Sta Cruz de la Palma,ES
El Berriel Aeroc Airport,Gran Canaria Island,ES
Gran Canaria Airport,Gran Canaria Island,ES
Lanzarote Airport,Lanzarote Island,ES
Tenerife South Airport,Tenerife Island,ES
Tenerife Norte Airport,Tenerife Island,ES
Christians Folly Airport,Naylor,US
Mclendon Field,Mulberry Grove,US
Gibson Field,Lafayette,US
Hogjowl Airport,Layfayette,US
Richter Airpark,Ashburn,US
Critter Creek Airport,Louisville,US
Anderson Airport,Bainbridge,US
Duke Strip 2 Airport,Dublin,US
Smith Field,Byron,US
Sandy Hill Airport,Waynesboro,US
River Bend Airport,Locust Grove,US
Southern Oaks Airport,Bostwick,US
Chigger Hill Airport,Locust Grove,US
Smith Field,Greensboro,US
Brownstone Airpark,Cave Spring,US
Hannah Creek Airport,Royston,US
Heaven's Landing Airport,Clayton,US
Melilla Airport,Melilla Island,ES
Sherbro International Airport,Bonthe,SL
Bo Airport,Bo,SL
Gbangbatok Airport,Gbangbatok,SL
Hastings Airport,Freetown,SL
Kabala Airport,Kabala,SL
Kenema Airport,Kenema,SL
Lungi International Airport,Freetown,SL
Tongo Airport,Tongo,SL
Yengema Airport,Yengema,SL
Quebo Airport,Quebo,GW
Bafata Airport,Bafata,GW
Bubaque Airport,Bubaque,GW
Cufar Airport,Cufar,GW
Osvaldo Vieira International Airport,Bissau,GW
Buchanan Airport,Buchanan,LR
Robertsport/Cape Mount Airport,Robertsport/Cape Mount,LR
Cape Palmas Airport,Harper,LR
Greenville Sinoe Airport,Greenville,LR
Lamco Airport,Buchanan,LR
Spriggs Payne Airport,Monrovia,LR
Nimba Airport,Nimba,LR
Roberts International Airport,Monrovia,LR
Sasstown Airport,Sasstown,LR
Tchien Airport,Tchien,LR
Voinjama Airport,Voinjama,LR
Inezgane Airport,,MA
Al Massira Airport,Agadir,MA
Tan Tan Airport,Tan Tan,MA
Zagora Airport,Zagora,MA
Ouezzane Airport,Beni Malek,MA
Bouarfa Airport,Bouarfa,MA
Saiss Airport,Fes,MA
Ifrane Airport,,MA
Moulay Ali Cherif Airport,Errachidia,MA
Bassatine Airport,Meknes,MA
Taouima Nador Airport,Nador,MA
Angads Airport,Oujda,MA
Fes Sefrou Airport,Fes,MA
Taza Airport,Taza,MA
Smara Airport,Smara,EH
Ben Slimane Airport,Ben Slimane,MA
Beni Mellal Airport,,MA
Rabat-Sale Airport,Rabat,MA
Sidi Ifni Xx Airport,Sidi Ifni,MA
Dakhla Airport,Dakhla,EH
Mogador Airport,Essaouira,MA
El Jadida Airport,El Jadida,MA
Hassan I Airport,El Aaiun,EH
Mohammed V International Airport,Casablanca,MA
Taroudant Airport,Taroudant,MA
Safi Airport,Safi,MA
Tit Mellil Airport,Casablanca,MA
Nador International Airport,Nador,MA
Menara Airport,Marrakech,MA
Kenitra Airport,,MA
Ouarzazate Airport,Ouarzazate,MA
Sidi Slimane Airport,Sidi Slimane,MA
Cherif Al Idrissi Airport,Al Hoceima,MA
Saniat Rmel Airport,,MA
Ibn Batouta Airport,Tangier,MA
Dodji Airport,Dodji,SN
Blaise Diagne International Airport,Diass,SN
Kolda North Airport,Kolda,SN
Ziguinchor Airport,Ziguinchor,SN
Cap Skirring Airport,Cap Skirring,SN
Kaolack Airport,Kaolack,SN
Leopold Sedar Senghor International Airport,Dakar,SN
Ouro Sogui Airport,Matam,SN
Podor Airport,Podor,SN
Richard Toll Airport,Richard Toll,SN
Saint Louis Airport,Saint Louis,SN
Bakel Airport,Bakel,SN
Kedougou Airport,Kedougou,SN
Simenti Airport,Simenti,SN
Tambacounda Airport,Tambacounda,SN
Aioun el Atrouss Airport,Aioun El Atrouss,MR
Boutilimit Airport,Boutilimit,MR
Tichitt Airport,Tichitt,MR
Tidjikja Airport,Tidjikja,MR
Abbaye Airport,Boghe,MR
Kiffa Airport,Kiffa,MR
Timbedra Airport,Timbedra,MR
Nema Airport,Nema,MR
Akjoujt Airport,Akjoujt,MR
Kaedi Airport,Kaedi,MR
Letfotar Airport,Moudjeria,MR
Dahara Airport,Timbreda,MR
Nouakchott International Airport,Nouakchott,MR
Selibaby Airport,Selibaby,MR
Tamchakett Airport,Tamchakett,MR
Atar International Airport,Atar,MR
Fderik Airport,Fderik,MR
Nouadhibou International Airport,Nouadhibou,MR
Bir Moghrein Airport,Bir Moghrein,MR
Tazadit Airport,Zouerate,MR
Conakry Airport,Conakry,GN
Fria Airport,,GN
Faranah Airport,,GN
Gbenko Airport,Banankoro,GN
Kawass Airport,Kawass,GN
Kissidougou Airport,Kissidougou,GN
Labe Airport,,GN
Macenta Airport,Macenta,GN
Nzerekore Airport,Nzerekore,GN
Boke Airport,Boke,GN
Sangaredi Airport,Sangaredi,GN
Sambailo Airport,Koundara,GN
Siguiri Airport,Siguiri,GN
Kankan Airport,Kankan,GN
Amilcar Cabral International Airport,Espargos,CV
Agostinho Neto Airport,Ponta do Sol,CV
Rabil Airport,Rabil,CV
Esperadinha Airport,Brava Island,CV
Maio Airport,Vila do Maio,CV
Mosteiros Airport,Vila do Mosteiros,CV
Praia International Airport,Praia,CV
Sao Filipe Airport,Sao Filipe,CV
Preguica Airport,Preguica,CV
Sao Pedro Airport,Sao Pedro,CV
Bole International Airport,Addis Ababa,ET
Adaba Airport,Adaba,ET
Lideta Army Airport,Addis Ababa,ET
Arba Minch Airport,,ET
Axum Airport,,ET
Baco Airport,Baco,ET
Bahir Dar Airport,Bahir Dar,ET
Beica Airport,Beica,ET
Combolcha Airport,Dessie,ET
Dembidollo Airport,Dembidollo,ET
Debra Marcos Airport,Debra Marcos,ET
Dodola Airport,Dodola,ET
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,ET
Debre Tabor Airport,Debre Tabor,ET
Fincha Airport,Fincha,ET
Robe Airport,Goba,ET
Ghinnir Airport,Ghinnir,ET
Gambella Airport,Gambela,ET
Gonder Airport,Gondar,ET
Gode Airport,Gode,ET
Gore Airport,Gore,ET
Harar Meda Airport,Debre Zeyit,ET
Humera Airport,Humera,ET
Jigjiga Garad Wilwal Airport,Jijiga,ET
Jimma Airport,Jimma,ET
Kabri Dehar Airport,Kabri Dehar,ET
Kelafo East Airport,Kelafo,ET
Awassa Airport,Awassa,ET
Lalibella Airport,Lalibela,ET
Tume Airport,Maji,ET
Mekele Airport,,ET
Masslo Airport,Masslo,ET
Metema Airport,Metema,ET
Mendi Airport,Mendi,ET
Mizan Teferi Airport,Mizan Teferi,ET
Nejjo Airport,Nejjo,ET
Nekemte Airport,Nekemte,ET
Soddu Airport,Soddu,ET
Sheik Hussein Airport,Sheik Hussein,ET
Asosa Airport,Asosa,ET
Shire Airport,Shire,ET
Tippi Airport,Tippi,ET
Waca Airport,Waca,ET
Bujumbura International Airport,Bujumbura,BI
Gitega Airport,Gitega,BI
Kirundo Airport,Kirundo,BI
Adado Airport,Adado,SO
Alula Airport,Alula,SO
Baidoa Airport,Baidoa,SO
Candala Airport,Candala,SO
Bardera Airport,,SO
Eil Airport,Eil,SO
Bosaso Airport,Bosaso,SO
Gardo Airport,Gardo,SO
Egal International Airport,Hargeisa,SO
Berbera Airport,Berbera,SO
Kisimayu Airport,,SO
Aden Adde International Airport,Mogadishu,SO
Belet Uen Airport,Belet Uen,SO
Obbia Airport,Obbia,SO
Galcaio Airport,Galcaio,SO
Scusciuban Airport,Scusciuban,SO
Erigavo Airport,Erigavo,SO
Burao Airport,Burao,SO
Garowe Airport,Garowe,SO
Assa-Gueyla Airport,Assa-Gueyla,DJ
Djibouti-Ambouli Airport,Djibouti City,DJ
Ali-Sabieh Airport,Ali-Sabieh,DJ
Chabelley Airport,Chabelley,DJ
Dikhil Airport,Dikhil,DJ
Herkale Airport,Herkale,DJ
Moucha Airport,Moucha Island,DJ
Obock Airport,Obock,DJ
Tadjoura Airport,Tadjoura,DJ
Hulwan,,EG
Birma,,EG
Siwa Oasis North Airport,Siwa,EG
Wadi Abu Shihat,,EG
Ras Sudr,,EG
El Alamein International Airport,El Alamein,EG
El Arish International Airport,El Arish,EG
Assiut International Airport,Assiut,EG
El Nouzha Airport,Alexandria,EG
Almaza Air Force Base,Cairo,EG
Borg El Arab International Airport,Alexandria,EG
Abu Simbel Airport,Abu Simbel,EG
Beni Suef Air Base,Beni Suef,EG
Cairo International Airport,Cairo,EG
Capital International Airport,New Administrative Capital,EG
Cairo West Airport,El Cairo,EG
Dakhla Airport,,EG
Giza Embaba Airport,Cairo,EG
Hurghada International Airport,Hurghada,EG
El Gouna Airport,El Gouna,EG
El Gora Airport,,EG
Jiyanklis Air Base,Jiyanklis,EG
El Kharga Airport,,EG
Luxor International Airport,Luxor,EG
Marsa Alam International Airport,Marsa Alam,EG
Sohag International Airport,Sohag,EG
Mersa Matruh Airport,Mersa Matruh,EG
October Airport,,EG
Shark El Oweinat International Airport,,EG
Port Said Airport,Port Said,EG
St Catherine International Airport,,EG
Sharm El Sheikh International Airport,Sharm el-Sheikh,EG
Aswan International Airport,Aswan,EG
Sphinx International Airport,Giza,EG
Taba International Airport,Taba,EG
El Tor Airport,,EG
Asmara International Airport,Asmara,ER
Massawa International Airport,Massawa,ER
Assab International Airport,Assab,ER
Teseney Airport,Teseney,ER
Princeville Airport,Hanalei,US
Mountain View Airstrip,Mountain View,US
Haiku Airstrip,Puhi,US
Kaluakoi Airport,Kaunakakai,US
Amboseli Airport,Amboseli National Park,KE
Bura East Airport,Bura,KE
Eldoret International Airport,Eldoret,KE
Embu Airport,Embu,KE
Eliye Springs Airport,Eliye Springs,KE
El Wak Airport,El Wak,KE
Kalokol Airport,Kalokol,KE
Garissa Airport,Garissa,KE
Garba Tula Airport,Garba Tula,KE
Homa Bay Airport,Homa Bay,KE
Hola Airport,Hola,KE
Isiolo Airport,Isiolo,KE
Jomo Kenyatta International Airport,Nairobi,KE
Kiambere Airport,Kiambere,KE
